RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,RecipeCategory,Keywords,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings
110,Borsch,1572,Ed Paulhus,,PT1H,PT1H,1999-08-16T06:02:00Z,Make and share this Borsch recipe from Food.com.,Very Low Carbs,"c(""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 60 Mins"", ""Easy"")",48.0,0.3,0.1,0.0,168.7,10.8,1.8,8.0,1.7,4.0
112,Chicken and Broccoli Lasagna,1562,Libby1,PT55M,PT15M,PT1H10M,1999-09-20T19:33:00Z,Make and share this Chicken and Broccoli Lasagna recipe from Food.com.,Chicken,"c(""Poultry"", ""Vegetable"", ""Meat"", ""European"", ""Potluck"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",270.1,19.6,11.4,125.4,610.2,9.7,0.9,1.7,14.4,9.0
113,Carrot Ginger Biscuits,1530,Carole Reu,PT15M,PT35M,PT50M,1999-08-14T19:52:00Z,Make and share this Carrot Ginger Biscuits recipe from Food.com.,Breads,"c(""Low Cholesterol"", ""Healthy"", ""< 60 Mins"", ""Oven"")",127.0,3.3,0.6,2.5,332.4,20.2,1.1,4.2,4.5,12.0
114,Chicken Breasts Saltimbocca,39194,OzMan,PT6H,PT1H,PT7H,1999-08-14T20:09:00Z,Make and share this Chicken Breasts Saltimbocca recipe from Food.com.,Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""European"", ""Weeknight"")",511.9,29.5,9.6,124.9,1357.2,15.8,0.6,0.9,40.6,6.0
115,A New Spaghetti with Clams,1533,Dancer,PT20M,PT20M,PT40M,1999-08-11T19:47:00Z,Make and share this A New Spaghetti with Clams recipe from Food.com.,Spaghetti,"c(""European"", ""< 60 Mins"")",1536.7,24.4,3.7,200.0,1258.3,214.9,10.0,5.4,106.8,1.0
116,Blueberry Scones,1531,Mimi Hiller,PT22M,PT55M,PT1H17M,1999-08-18T04:30:00Z,Make and share this Blueberry Scones recipe from Food.com.,Scones,"c(""Quick Breads"", ""Breads"", ""Berries"", ""Fruit"", ""Sweet"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",277.3,13.9,8.2,83.0,377.8,33.4,1.5,7.6,5.3,8.0
117,Blueberry Cookies,1545,Nancy Van Ess,PT15M,PT4H,PT4H15M,1999-08-16T05:40:00Z,Make and share this Blueberry Cookies recipe from Food.com.,Drop Cookies,"c(""Dessert"", ""Cookie & Brownie"", ""Berries"", ""Fruit"", ""Weeknight"", ""For Large Groups"", ""Oven"")",58.4,2.4,0.7,4.6,41.6,8.7,0.2,4.5,0.7,48.0
118,Abby's Pecan Apple Cake,1534,Tonkcats,PT1H10M,PT20M,PT1H30M,1999-09-15T04:30:00Z,Make and share this Abby's Pecan Apple Cake recipe from Food.com.,Dessert,"c(""Apple"", ""Fruit"", ""Nuts"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",357.2,15.1,8.0,74.0,692.7,51.3,1.9,34.7,4.0,10.0
119,Carrot & Tahini Sandwich,1556,Strawberry Girl,,PT15M,PT15M,1999-08-21T10:25:00Z,"Ok, so this is not terribly weird, but most people look at me weird when I tell  them about it. It's yummy! (I  have found that this mixture is best eaten right away as the tahini tends to get sticky like natural peanut butter.)",Lunch/Snacks,"c(""Vegan"", ""< 15 Mins"", ""Easy"")",110.5,7.3,1.0,0.0,53.2,9.8,3.1,2.9,3.2,1.0
120,Carrot Cake II,1538,Duckie067,PT1H,PT15M,PT1H15M,1999-09-19T06:21:00Z,Make and share this Carrot Cake II recipe from Food.com.,Dessert,"c(""Vegetable"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",1173.5,69.8,19.4,154.7,720.2,129.9,3.7,89.4,11.5,8.0
121,Lamb and Pork Cassoulet,1590,j godsey,PT1H,PT15M,PT1H15M,1999-09-20T06:48:00Z,Make and share this Lamb and Pork Cassoulet recipe from Food.com.,Lamb/Sheep,"c(""Pork"", ""Meat"", ""European"", ""Weeknight"", ""Roast"", ""Oven"", ""< 4 Hours"")",584.9,30.3,9.9,104.7,838.4,36.7,12.4,7.2,40.5,2.0
122,Commissary Carrot Cake,1589,kenk1492,PT1H55M,PT2H5M,PT4H,1999-09-09T13:37:00Z,Make and share this Commissary Carrot Cake recipe from Food.com.,Dessert,"c(""Vegetable"", ""Low Protein"", ""Weeknight"", ""For Large Groups"", ""Oven"", ""< 4 Hours"")",1011.8,67.4,28.3,146.0,401.4,101.3,4.5,80.1,7.4,16.0
123,Carrot Maple Cheesecake,1555,Cindy Hartlin,PT1H5M,PT45M,PT1H50M,1999-09-13T14:14:00Z,Make and share this Carrot Maple Cheesecake recipe from Food.com.,Cheesecake,"c(""Dessert"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",302.5,20.3,11.0,103.0,320.9,22.9,0.9,16.8,8.2,12.0
124,Catherine's Excellent Yorkshire Pudding,1591,Richard James,PT20M,PT15M,PT35M,1999-09-06T04:56:00Z,You haven't lived until you have experienced the mouth watering taste of my yorkshire puddings.  Warning! They must be flooded with gravy.,Dessert,"c(""Healthy"", ""< 60 Mins"", ""Oven"")",141.6,2.6,1.1,50.8,73.1,23.4,0.8,0.1,5.5,
125,Caribbean Cowpeas and Rice,1587,rosasharn,,PT25M,PT25M,1999-08-09T21:32:00Z,Make and share this Caribbean Cowpeas and Rice recipe from Food.com.,Beans,"c(""Caribbean"", ""Free Of..."", ""< 30 Mins"")",267.2,1.9,0.5,0.0,484.5,58.5,6.1,2.0,7.5,4.0
126,Carnation Lean Fettuccine Alfredo,1556,Strawberry Girl,PT10M,PT30M,PT40M,1999-08-14T19:35:00Z,Make and share this Carnation Lean Fettuccine Alfredo recipe from Food.com.,Vegetable,"c(""Healthy"", ""< 60 Mins"")",535.7,15.9,7.4,110.6,588.1,69.7,3.7,2.5,28.6,4.0
127,Caramel Rice Pudding,1543,Doreen Randal,PT3H,PT55M,PT3H55M,1999-09-01T12:27:00Z,Make and share this Caramel Rice Pudding recipe from Food.com.,Dessert,"c(""Short Grain Rice"", ""Rice"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",686.8,44.2,27.6,155.3,266.5,58.2,0.8,17.9,16.1,4.0
128,Caramel Apple Milkshakes,1530,Carole Reu,,PT25M,PT25M,1999-09-12T05:43:00Z,Make and share this Caramel Apple Milkshakes recipe from Food.com.,Frozen Desserts,"c(""Beverages"", ""Dessert"", ""Apple"", ""Fruit"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 30 Mins"", ""Easy"")",208.7,6.5,4.2,26.4,185.3,31.2,0.9,10.9,8.3,4.0
129,Champagne Punch,1592,polar-express,,PT5M,PT5M,1999-08-21T11:22:00Z,Here is a good punch recipe for any special occasion.  We serve this every year for Christmas Eve.  It is always a big hit.,Punch Beverage,"c(""Beverages"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""Free Of..."", ""Christmas"", ""< 15 Mins"", ""For Large Groups"", ""Easy"")",236.8,0.2,0.0,0.0,14.2,41.6,0.2,38.1,0.6,20.0
130,Butterscotch Apple Dumpling,125579,GrandmaIsCooking,PT30M,PT45M,PT1H15M,1999-08-13T12:28:00Z,Make and share this Butterscotch Apple Dumpling recipe from Food.com.,Dessert,"c(""Apple"", ""Fruit"", ""Low Protein"", ""Healthy"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",271.6,8.9,5.5,22.9,321.8,48.0,1.5,33.2,1.8,8.0
131,Buttermilk-Oat Bread,1530,Carole Reu,PT20M,PT30M,PT50M,1999-08-28T02:34:00Z,Make and share this Buttermilk-Oat Bread recipe from Food.com.,Yeast Breads,"c(""Breads"", ""Low Cholesterol"", ""Healthy"", ""Bread Machine"", ""< 60 Mins"", ""For Large Groups"", ""Small Appliance"", ""Easy"")",68.7,0.7,0.3,1.4,88.4,13.3,0.6,1.7,2.1,16.0
133,Blueberry Pancake Syrup,1571,Linda Johansen,PT36M,PT50M,PT1H26M,1999-08-06T00:41:00Z,"I've made this blueberry syrup several times, but I bet it would work well for raspberries.  It's worth a try!",Sauces,"c(""Breakfast"", ""Dessert"", ""Berries"", ""Fruit"", ""Vegan"", ""Free Of..."", ""Sweet"", ""Weeknight"", ""< 4 Hours"", ""Easy"")",1329.7,1.0,0.1,0.0,16.6,342.8,7.1,328.9,2.2,
134,Chanfana Ou Lampantana,1549,Dave5003,PT4H,PT20M,PT4H20M,1999-08-16T06:16:00Z,"This dish was typical of the Beira provinces in Mozambique where it was served at large gatherings.  This dish is best prepared a day in advance and reheated. It is preferable to use an iron pot, but a good quality oven proof pot will do. Lamb may be used instead of goat.",Very Low Carbs,"c(""Free Of..."", ""Weeknight"", ""Oven"")",1266.0,42.5,10.6,302.1,598.5,17.5,0.8,4.7,106.2,
135,Cherry Sandwich Maker Snack,1593,Traci Evans,,PT30M,PT30M,1999-09-02T18:31:00Z,Make and share this Cherry Sandwich Maker Snack recipe from Food.com.,Lunch/Snacks,"c(""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 30 Mins"", ""Easy"")",73.3,0.8,0.2,0.0,171.3,14.3,0.6,1.1,1.9,
136,Cheesecake Cupcakes with Blueberries,1545,Nancy Van Ess,,PT50M,PT50M,1999-08-16T05:43:00Z,Make and share this Cheesecake Cupcakes with Blueberries recipe from Food.com.,Cheesecake,"c(""Dessert"", ""Berries"", ""Fruit"", ""< 60 Mins"", ""Oven"")",249.5,12.7,6.5,67.9,126.4,31.1,0.5,23.7,3.8,12.0
138,Cheese and Pineapple Dip,1543,Doreen Randal,PT2H,PT20M,PT2H20M,1999-08-06T00:41:00Z,Make and share this Cheese and Pineapple Dip recipe from Food.com.,Pineapple,"c(""Cheese"", ""Tropical Fruits"", ""Fruit"", ""Weeknight"", ""< 4 Hours"", ""Easy"")",98.7,4.7,2.9,12.1,182.7,11.1,1.1,7.0,4.1,
139,Chicken and Pineapple Salad With Curry Mayonnaise,1543,Doreen Randal,PT1H5M,PT20M,PT1H25M,1999-08-12T06:50:00Z,"This is nice, I have used ordinary roast chicken.   CHICKEN AND PINEAPPLE SALAD WITH CURRY MAYONNAISE",Whole Chicken,"c(""Chicken"", ""Pineapple"", ""Poultry"", ""Tropical Fruits"", ""Fruit"", ""Meat"", ""Free Of..."", ""Weeknight"", ""< 4 Hours"", ""Easy"")",409.7,27.9,11.9,43.5,362.5,30.2,4.3,15.3,13.3,4.0
141,Carrie's Pizza Rolls,30094,acid.,PT3H30M,PT55M,PT4H25M,1999-08-23T20:56:00Z,Make and share this Carrie's Pizza Rolls recipe from Food.com.,Low Cholesterol,"c(""Healthy"", ""Weeknight"", ""Oven"")",3521.8,108.1,39.0,183.9,2905.4,548.4,96.2,29.7,134.2,1.0
142,Almond Fudge Banana Cake,104600,CoolMonday,PT1H,PT50M,PT1H50M,1999-08-20T08:51:00Z,Make and share this Almond Fudge Banana Cake recipe from Food.com.,Dessert,"c(""Weeknight"", ""For Large Groups"", ""Oven"", ""< 4 Hours"")",224.8,9.2,1.8,34.9,246.8,33.9,1.9,21.8,3.8,
143,Cherry Tomatoes on Provolone Garlic Bread,2178,troyh,PT1H10M,PT35M,PT1H45M,1999-08-16T06:03:00Z,Make and share this Cherry Tomatoes on Provolone Garlic Bread recipe from Food.com.,Weeknight,"""< 4 Hours""",488.6,38.6,10.0,24.8,483.5,23.7,2.9,7.2,13.4,4.0
144,Cheesy Chicken Noodle Casserole,1594,danica b. froisland,,PT35M,PT35M,1999-09-15T03:29:00Z,Make and share this Cheesy Chicken Noodle Casserole recipe from Food.com.,Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""< 60 Mins"", ""Oven"")",544.0,22.0,7.8,107.8,747.1,59.1,4.2,8.2,30.4,4.0
145,Caramel Sultana Square,1543,Doreen Randal,PT30M,PT20M,PT50M,1999-08-25T05:13:00Z,Make and share this Caramel Sultana Square recipe from Food.com.,Dessert,"c(""< 60 Mins"", ""Oven"")",3770.5,198.6,123.2,742.8,1963.4,468.4,5.1,302.6,44.2,
146,&quot;21&quot; Apple Pie,67395,Dannygirl,PT1H6M,PT1H45M,PT2H51M,1999-09-10T21:47:00Z,Make and share this &quot;21&quot; Apple Pie recipe from Food.com.,Pie,"c(""Dessert"", ""Apple"", ""Fruit"", ""Low Protein"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",694.3,25.1,15.0,96.2,222.5,113.0,13.6,61.9,7.2,
147,Campfire Orange Cake,1585,JenniferYana,,PT30M,PT30M,1999-08-28T02:53:00Z,"When I was a child, my mother made orange cake every time we went camping. She would scoop out an orange, fill it with (I think) white jiffy cake mix, wrap it in foil and put it it the campfire to bake.  They were wonderful!",Dessert,"c(""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 30 Mins"", ""Easy"")",332.5,9.6,2.4,0.0,453.6,59.2,2.8,38.3,3.6,6.0
148,Bugwiches,1579,Deborah2,,PT40M,PT40M,1999-08-11T04:35:00Z,"A little bit of fun for the kids this summer. Happy Hunting! Deborah   Bugwiches:  Whatever filling you choose to put between the top and bottom of your dinner rolls, your little critters are sure to get the shivers when they sit down to eat. You'll want to slice your vegetables a variety of ways in order to make such body parts as legs and antennae, and scales and eyes.  What you'll need:",Lunch/Snacks,"c(""Tuna"", ""Very Low Carbs"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""Kid Friendly"", ""< 60 Mins"")",84.0,2.0,0.5,0.3,145.9,14.1,0.8,0.7,2.4,1.0
149,Cheese Rolls,1543,Doreen Randal,,PT45M,PT45M,1999-09-01T12:34:00Z,Make and share this Cheese Rolls recipe from Food.com.,Lunch/Snacks,"c(""Cheese"", ""Low Cholesterol"", ""Healthy"", ""< 60 Mins"", ""Oven"", ""Easy"")",66.5,0.8,0.2,0.0,127.8,12.7,0.6,1.1,1.9,1.0
150,All-Purpose Crock Pot Chicken,1536,Hilary,PT8H40M,PT20M,PT9H,1999-08-10T19:18:00Z,"I discovered this one a few weeks ago. I started out trying to make chicken and  rice and ended up with this.

It is very tender and very good.  An excellent  make-ahead dish for summer.  All the work is done before the crock pot is even  warm.

This is excellent for fajitas, pasta salads,  chicken salad, soup, added to beans and rice, just laying on bread for chicken  sandwiches, or just eating cold.",Whole Chicken,"c(""Chicken"", ""Poultry"", ""Meat"", ""Very Low Carbs"", ""Weeknight"")",247.2,17.3,5.0,86.2,99.9,0.0,0.0,0.0,21.4,8.0
151,Anise Toast,1538,Duckie067,,PT25M,PT25M,1999-09-13T03:09:00Z,Make and share this Anise Toast recipe from Food.com.,< 30 Mins,"""Oven""",978.7,60.1,9.8,211.5,325.6,98.3,1.7,50.6,12.8,
152,Angel Food Cake Waldorf,193853,MirandaLee,,PT1H15M,PT1H15M,1999-08-17T03:46:00Z,Make and share this Angel Food Cake Waldorf recipe from Food.com.,Dessert,"c(""Weeknight"", ""< 4 Hours"")",613.8,39.9,21.4,122.3,450.4,60.1,2.9,32.9,9.7,8.0
153,Amish Friendship Bread and Starter,1540,gowiththefro,PT1H10M,PT0S,PT1H10M,1999-09-06T21:41:00Z,"Many recipes have been posted for the Amish bread, but none have included the starter, so I thought I'd send this along.  Happy baking!  Amish Friendship Bread and Starter",Quick Breads,"c(""Breads"", ""Oven"", ""< 4 Hours"", ""Easy"")",615.9,21.3,4.0,42.4,374.9,100.0,2.3,65.2,8.5,
154,Amish Cornbread,1539,opal Fitzgerald,PT32M,PT5M,PT37M,1999-09-01T05:22:00Z,Make and share this Amish Cornbread recipe from Food.com.,Sourdough Breads,"c(""Yeast Breads"", ""Quick Breads"", ""Breads"", ""Lunch/Snacks"", ""< 60 Mins"", ""Oven"", ""Easy"")",1792.5,85.0,20.6,474.2,3580.5,217.9,15.1,10.5,45.9,
155,Light Cucumber Soup,1530,Carole Reu,PT8H,PT15M,PT8H15M,1999-09-07T16:24:00Z,Make and share this Light Cucumber Soup recipe from Food.com.,Low Protein,"c(""Low Cholesterol"", ""Healthy"", ""Weeknight"", ""Easy"")",113.7,1.6,0.8,7.2,80.0,20.3,1.1,9.2,6.2,4.0
156,Cold Celery,1543,Doreen Randal,,PT40M,PT40M,1999-08-27T05:11:00Z,Make and share this Cold Celery recipe from Food.com.,Lunch/Snacks,"c(""Low Protein"", ""Low Cholesterol"", ""< 60 Mins"", ""Easy"")",135.1,5.3,0.8,0.0,1546.3,19.7,7.8,13.5,5.2,1.0
157,Coconut-Lemon Macaroons,1543,Doreen Randal,PT30M,PT35M,PT1H5M,1999-09-03T05:32:00Z,Make and share this Coconut-Lemon Macaroons recipe from Food.com.,Dessert,"c(""Coconut"", ""Fruit"", ""Nuts"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",2495.0,147.0,129.8,0.0,304.0,287.6,38.2,217.9,34.4,
158,Chicken Flambe,1533,Dancer,PT35M,PT35M,PT1H10M,1999-08-14T06:11:00Z,Make and share this Chicken Flambe recipe from Food.com.,Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",304.6,14.6,4.5,88.0,158.6,6.6,0.8,2.2,25.6,4.0
159,Chicken Curry,148316,- Carla -,PT42M,PT1H5M,PT1H47M,1999-08-15T07:42:00Z,"Accompany curry with  pappadams and chutney.  This particular combination of spices, which includes  cardamom and cinnamon, gives a mild heat and rich fragrance to  the dish.  You can adjust the spices to suit your taste.",Curries,"c(""Chicken"", ""Poultry"", ""Meat"", ""Asian"", ""Indian"", ""Weeknight"", ""< 4 Hours"")",360.1,10.7,4.9,93.2,1251.6,38.0,4.6,23.5,31.1,4.0
160,Chicken Goulash on a Sour Cream Crust,1543,Doreen Randal,PT55M,PT30M,PT1H25M,1999-08-11T05:00:00Z,Make and share this Chicken Goulash on a Sour Cream Crust recipe from Food.com.,Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",695.5,46.4,22.0,166.1,275.1,41.8,2.6,3.7,24.2,6.0
161,Chicken in Pizza Dough,193853,MirandaLee,PT2H35M,PT1H15M,PT3H50M,1999-08-23T20:54:00Z,Make and share this Chicken in Pizza Dough recipe from Food.com.,Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""Healthy"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",545.0,5.9,1.6,69.7,628.0,97.3,3.9,1.4,22.8,
162,Chicken Lasagna,1562,Libby1,PT2H,PT30M,PT2H30M,1999-09-20T19:42:00Z,Make and share this Chicken Lasagna recipe from Food.com.,Chicken,"c(""Poultry"", ""Meat"", ""European"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",209.3,10.3,4.7,29.4,693.5,10.9,0.8,3.1,18.1,8.0
163,Chicken Liver Pate,1599,Mays Pearls of Wisd,PT3H,PT35M,PT3H35M,1999-08-11T05:12:00Z,Make and share this Chicken Liver Pate recipe from Food.com.,Chicken Livers,"c(""Chicken"", ""Beef Organ Meats"", ""Beef Liver"", ""Poultry"", ""Meat"", ""European"", ""Very Low Carbs"", ""Free Of..."", ""Weeknight"", ""< 4 Hours"")",201.2,17.9,10.9,144.2,301.2,1.9,0.2,0.7,6.2,8.0
164,Chicken Liver Pate II,1600,Leon  Miriam Posvol,PT1H,PT15M,PT1H15M,1999-08-18T04:17:00Z,Make and share this Chicken Liver Pate II recipe from Food.com.,Chicken Livers,"c(""Chicken"", ""Beef Organ Meats"", ""Beef Liver"", ""Poultry"", ""Meat"", ""European"", ""Free Of..."", ""Weeknight"", ""< 4 Hours"")",233.6,21.0,12.8,146.5,93.5,6.6,1.4,0.8,5.8,4.0
165,Coconut Shrimp With Orange Mustard Sauce,1612,JANIC412,,PT45M,PT45M,1999-08-25T06:31:00Z,Make and share this Coconut Shrimp With Orange Mustard Sauce recipe from Food.com.,Coconut,"c(""Fruit"", ""Nuts"", ""< 60 Mins"")",2620.3,118.8,98.5,714.4,6021.8,274.4,34.5,93.0,109.9,
166,Chicken Liver Pate III,1547,Morton Design Graph,PT13H3M,PT1H15M,PT14H18M,1999-08-18T04:50:00Z,Make and share this Chicken Liver Pate III recipe from Food.com.,Chicken Livers,"c(""Chicken"", ""Beef Organ Meats"", ""Beef Liver"", ""Poultry"", ""Meat"", ""European"", ""Very Low Carbs"", ""Free Of..."", ""Weeknight"")",968.4,72.0,40.0,1418.7,747.2,2.8,0.3,0.6,63.1,
167,Appetizers-Easy Stuffed Mushrooms,1542,ann joy,PT7M,PT35M,PT42M,1999-09-07T18:07:00Z,"Hi,  Here is a great recipe for Stuffed Mushrooms that is easy to make and is usually goes over well.   You can make these a day ahead and bake before serving.",< 60 Mins,"""Oven""",81.8,6.2,3.7,15.3,195.8,5.5,0.8,1.5,2.0,6.0
168,Anzac Biscuits,1775,kitka9,PT15M,PT10M,PT25M,1999-08-19T05:14:00Z,"These biscuits (cookies in America) are called Anzacs because they were baked by Australian women and sent to their ANZAC soldier sons/husbands serving in Europe and Middle east during WW I. It was more like 2 months before they were received back then, so they certainly do travel well! :-)  ** Please note that 1 Australian Tablespoon =  20 mls whereas in most others countries it = 15 mls.  Anzac Biscuits",< 30 Mins,"""Oven""",199.4,10.4,6.8,22.3,143.4,25.0,1.5,10.9,2.2,12.0
169,Ancho Chile Rub,1533,Dancer,,PT10M,PT10M,1999-08-09T04:56:00Z,Make and share this Ancho Chile Rub recipe from Food.com.,Free Of...,"c(""< 15 Mins"", ""Easy"")",75.5,2.7,0.4,0.0,3658.7,14.2,7.3,0.8,3.3,
170,Amish Six Layer Dinner,1534,Tonkcats,PT2H,PT0S,PT2H,1999-09-18T22:22:00Z,Make and share this Amish Six Layer Dinner recipe from Food.com.,Vegetable,"c(""Meat"", ""Low Cholesterol"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",338.4,16.9,6.5,74.8,1453.8,23.1,4.7,6.1,23.8,4.0
171,Chicken on Sunday  (Or Whenever),1548,Peggy Benisch,PT2H,PT35M,PT2H35M,1999-08-28T00:27:00Z,Make and share this Chicken on Sunday  (Or Whenever) recipe from Food.com.,Whole Chicken,"c(""Chicken"", ""White Rice"", ""Poultry"", ""Rice"", ""Meat"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",951.2,31.8,9.5,129.1,769.2,118.7,2.8,1.5,42.4,6.0
172,Chicken Pot Pie Lasagna,1562,Libby1,PT1H35M,PT35M,PT2H10M,1999-09-20T19:45:00Z,Make and share this Chicken Pot Pie Lasagna recipe from Food.com.,Savory Pies,"c(""One Dish Meal"", ""Chicken Breast"", ""Chicken"", ""Poultry"", ""Meat"", ""European"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",334.8,13.8,7.2,68.1,517.3,19.2,2.1,3.2,30.8,10.0
173,Chicken Roll-Ups,55166,peppermintkitty,PT20M,PT50M,PT1H10M,1999-08-23T20:51:00Z,Make and share this Chicken Roll-Ups recipe from Food.com.,Chicken,"c(""Poultry"", ""Meat"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",330.7,19.4,10.2,76.0,552.7,31.8,2.3,3.7,7.5,4.0
174,Chicken Supreme with Mushrooms,1543,Doreen Randal,PT1H,PT50M,PT1H50M,1999-09-13T03:21:00Z,Make and share this Chicken Supreme with Mushrooms recipe from Food.com.,Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""Very Low Carbs"", ""Weeknight"", ""Oven"", ""Freezer"", ""< 4 Hours"")",411.0,26.8,12.2,128.0,209.7,7.3,1.0,3.2,32.0,4.0
175,Cola Roast,1540,gowiththefro,PT3H,PT15M,PT3H15M,1999-08-22T05:10:00Z,Make and share this Cola Roast recipe from Food.com.,Free Of...,"c(""Weeknight"", ""Roast"", ""Oven"", ""< 4 Hours"")",632.0,24.9,7.0,211.2,2236.9,27.6,5.2,17.6,73.1,4.0
176,Cola Cake,1613,george nuckols,PT35M,PT20M,PT55M,1999-08-22T04:41:00Z,Make and share this Cola Cake recipe from Food.com.,Dessert,"c(""< 60 Mins"", ""Oven"")",560.7,24.9,15.1,108.1,403.6,80.2,1.2,52.8,6.1,8.0
177,Chicken Sate with Peanut Sauce,1601,Gilcat2,,PT20M,PT20M,1999-09-04T20:35:00Z,"We prefer the chicken breasts whole, with the sauce accompanying, but you can cut it into chunks and skewer it if you prefer.  The sauce is SO good that I eat the leftovers with a spoon!  (Also very good on toasted English muffins...)",Chicken Breast,"c(""Chicken"", ""Poultry"", ""Fruit"", ""Nuts"", ""Meat"", ""Thai"", ""Asian"", ""High Protein"", ""High In..."", ""Broil/Grill"", ""< 30 Mins"", ""Oven"")",527.6,37.9,13.0,109.1,1525.5,12.2,3.4,3.2,38.2,6.0
